,zillow_id,furniture,texture
935,72177173,sofa3,wood
936,72177173,sofa6,wood
937,72177122,bed1,wood
938,72177122,bed2,wood
939,72176984,chair1,leather
940,72176984,chair2,wood
941,72176984,chair3,wood
942,72176984,chair4,wood
943,72176984,chair5,wood
944,72176984,chair6,wood
945,72176913,chair1,leather
946,72176913,chair2,wood
947,72176913,chair3,wood
948,72176913,chair4,leather
949,72176913,chair5,wood
950,72176913,sofa1,wood
951,72176913,sofa4,wood
952,72176913,sofa5,wood
953,72176821,bed1,leather
954,72176821,chair1,leather
955,72176821,chair2,leather
956,72176821,chair3,wood
957,72176821,sofa1,wood
958,72176821,sofa2,wood
959,72176743,chair1,wood
960,72176743,chair2,wood
961,72176743,chair3,wood
962,72176743,chair4,wood
963,72176710,chair1,wood
964,72176710,chair2,wood
965,72176663,sofa1,wood
966,72176663,sofa2,wood
967,72176514,chair10,wood
968,72176514,chair12,wood
969,72176514,chair2,wood
970,72176514,chair3,leather
971,72176514,chair4,wood
972,72176514,chair5,wood
973,72176514,chair6,wood
974,72176514,chair7,leather
975,72176514,chair8,leather
976,72176514,chair9,leather
977,72176514,sofa1,wood
978,72176514,sofa11,wood
979,72176514,sofa2,leather
980,72176372,bed1,stone
981,72176372,bed3,leather
982,72176372,chair1,leather
983,72176372,chair2,wood
984,72176372,chair3,wood
985,72176372,chair4,leather
986,72176372,chair5,wood
987,72176372,sofa1,wood
988,72176372,sofa2,leather
989,72176281,chair2,wood
990,72176281,chair4,leather
991,72176281,sofa1,wood
992,72176281,sofa3,wood
993,72176137,bed1,wood
994,72176137,chair3,wood
995,72176137,sofa1,wood
996,72176137,sofa2,wood
997,72175951,chair1,leather
998,72175951,chair2,leather
999,72175951,chair3,leather
1000,72175951,chair4,wood
1001,72175951,chair5,leather
1002,72175951,chair6,wood
1003,72175951,sofa1,wood
1004,72175925,chair1,stone
1005,72175925,chair2,stone
1006,72175925,chair3,wood
1007,72175925,chair4,stone
1008,72175925,chair5,leather
1009,72175925,sofa1,leather
1010,72175843,chair2,leather
1011,72175843,sofa1,wood
1012,72175798,chair1,wood
1013,72175798,chair2,wood
1014,72175798,chair3,wood
1015,72175798,chair4,wood
1016,72175798,chair5,wood
1017,72175798,chair6,wood
1018,72175798,chair7,wood
1019,72175798,sofa1,wood
1020,72175798,sofa2,wood
1021,72175798,sofa3,wood
1022,72175698,chair1,wood
1023,72175698,chair2,wood
1024,72175698,sofa1,wood
1025,72175583,bed1,wood
1026,72175557,bed1,wood
1027,72175557,chair1,wood
1028,72175557,chair2,leather
1029,72175557,chair3,wood
1030,72175557,sofa2,stone
1031,72175557,sofa4,leather
1032,72175539,chair1,leather
1033,72175539,chair2,wood
1034,72175539,chair3,wood
1035,72175539,chair4,leather
1036,72175539,chair5,leather
1037,72175539,chair6,leather
1038,72175539,chair7,wood
1039,72175539,chair8,leather
1040,72175539,sofa1,wood
1041,72175539,sofa2,leather
1042,72175539,sofa3,wood
1043,72175530,chair1,wood
1044,72175517,chair1,leather
1045,72175517,chair2,leather
1046,72175517,chair3,leather
1047,72175517,chair4,leather
1048,72175517,chair5,wood
1049,72175517,chair6,leather
1050,72175517,chair7,leather
1051,72175517,chair8,leather
1052,72175517,chair9,leather
1053,72175517,sofa1,leather
1054,72175463,chair1,wood
1055,72175463,chair2,wood
1056,72175463,chair3,wood
1057,72175463,chair4,wood
1058,72175454,bed1,stone
1059,72175454,bed2,wood
1060,72175454,chair1,leather
1061,72175454,chair2,stone
1062,72175440,bed1,stone
1063,72175440,chair2,leather
1064,72175440,chair3,wood
1065,72175440,chair4,wood
1066,72175440,sofa1,wood
1067,72175440,sofa2,wood
1068,72175365,chair1,stone
1069,72175365,chair2,wood
1070,72175365,sofa3,wood
1071,72175309,chair1,wood
1072,72175309,chair2,wood
1073,72175309,chair3,wood
1074,72175309,sofa1,wood
1075,72175239,chair1,wood
1076,72175239,chair10,wood
1077,72175239,chair11,wood
1078,72175239,chair2,wood
1079,72175239,chair3,leather
1080,72175239,chair4,wood
1081,72175239,chair5,leather
1082,72175239,chair6,wood
1083,72175239,chair7,leather
1084,72175239,chair8,wood
1085,72175239,chair9,wood
1086,72175239,sofa1,wood
1087,72175239,sofa2,wood
1088,72175233,chair1,wood
1089,72175178,chair1,leather
1090,72175073,chair1,wood
1091,72175073,chair2,leather
1092,72175073,chair3,wood
1093,72175073,chair4,wood
1094,72175073,chair5,wood
1095,72175073,sofa1,leather
1096,72175003,chair1,wood
1097,72175003,chair2,wood
1098,72175003,chair3,leather
1099,72175003,chair4,wood
1100,72175003,chair5,wood
1101,72174971,chair1,wood
1102,72174971,chair2,wood
1103,72174971,chair3,wood
1104,72174971,chair4,wood
1105,72174971,sofa1,wood
1106,72174971,sofa3,wood
1107,72174971,sofa4,wood
1108,72174953,chair1,leather
1109,72174953,chair2,leather
1110,72174953,chair3,leather
1111,72174953,chair4,wood
1112,72174953,chair5,wood
1113,72174953,chair6,wood
1114,72174953,sofa1,wood
1115,72174932,bed4,leather
1116,72174932,chair2,wood
1117,72174932,chair3,wood
1118,72174932,chair6,wood
1119,72174932,chair7,wood
1120,72174932,chair8,leather
1121,72174932,chair9,wood
1122,72174932,sofa1,wood
1123,72174932,sofa5,wood
1124,72174891,sofa1,stone
1125,72174891,sofa2,wood
1126,72174889,chair1,wood
1127,72174777,bed1,leather
1128,72174777,bed2,leather
1129,72174777,chair1,wood
1130,72174777,chair2,leather
1131,72174777,chair3,wood
1132,72174777,chair4,wood
1133,72174777,sofa1,leather
1134,72174777,sofa3,leather
1135,72174768,chair1,wood
1136,72174768,chair2,wood
1137,72174768,chair3,leather
1138,72174756,chair1,leather
1139,72174756,chair2,wood
1140,72174756,chair3,wood
1141,72174756,chair4,leather
1142,72174756,chair5,wood
1143,72174756,chair7,leather
1144,72174756,chair9,leather
1145,72174756,sofa1,wood
1146,72174756,sofa2,leather
1147,72174756,sofa3,wood
1148,72174756,sofa6,stone
1149,72174756,sofa8,wood
1150,72174755,chair1,wood
1151,72174755,chair2,leather
1152,72174755,chair3,wood
1153,72174755,chair4,wood
1154,72174755,chair5,wood
1155,72174755,sofa1,wood
1156,72174755,sofa2,wood
1157,72174755,sofa3,leather
1158,72174751,chair2,leather
1159,72174751,chair3,wood
1160,72174751,chair4,leather
1161,72174751,chair5,leather
1162,72174751,sofa1,wood
1163,72174741,bed3,wood
1164,72174741,chair1,wood
1165,72174741,chair2,wood
1166,72174709,chair1,wood
1167,72174685,chair1,wood
1168,72174656,chair1,leather
1169,72174656,chair2,wood
1170,72174656,chair3,wood
1171,72174656,chair4,wood
1172,72174656,chair5,leather
1173,72174656,chair6,leather
1174,72174656,sofa1,leather
1175,72174656,sofa2,leather
1176,72174656,sofa3,leather
1177,72174629,bed1,stone
1178,72174629,chair2,stone
1179,72174539,chair1,leather
1180,72174539,chair2,leather
1181,72174539,chair3,wood
1182,72174539,chair4,leather
1183,72174444,chair1,leather
1184,72174444,chair2,wood
1185,72174444,chair3,wood
1186,72174444,chair4,wood
1187,72174444,chair5,wood
1188,72174444,chair6,wood
1189,72174444,chair7,wood
1190,72174444,sofa1,wood
1191,72174444,sofa6,wood
1192,72174444,sofa7,wood
1193,72174435,chair1,wood
1194,72174435,chair2,wood
1195,72174435,chair3,stone
1196,72174435,chair4,stone
1197,72174435,chair5,stone
1198,72174435,chair6,stone
1199,72174435,chair7,wood
1200,72174435,chair8,wood
1201,72174409,chair1,wood
1202,72174409,chair2,wood
1203,72174399,bed1,wood
1204,72174398,chair2,wood
1205,72174398,sofa1,stone
1206,72174398,sofa3,wood
1207,72174371,chair1,leather
1208,72174354,chair1,leather
1209,72174354,chair2,leather
1210,72174354,chair3,leather
1211,72174354,chair4,leather
1212,72174354,chair5,leather
1213,72174354,sofa1,leather
1214,72174323,chair1,stone
1215,72174323,chair2,leather
1216,72174323,chair3,leather
1217,72174323,chair4,wood
1218,72174323,chair5,wood
1219,72174323,chair6,leather
1220,72174233,chair1,wood
1221,72174233,chair10,leather
1222,72174233,chair2,leather
1223,72174233,chair3,wood
1224,72174233,chair4,leather
1225,72174233,chair5,wood
1226,72174233,chair6,leather
1227,72174233,chair7,leather
1228,72174233,chair8,leather
1229,72174233,chair9,wood
1230,72174233,sofa4,leather
1231,72174233,sofa6,leather
1232,72174129,chair1,leather
1233,72174129,chair3,stone
1234,72174129,chair4,leather
1235,72174129,sofa1,leather
1236,72174129,sofa2,wood
1237,72174129,sofa3,leather
1238,72174091,chair1,leather
1239,72174091,chair10,leather
1240,72174091,chair2,leather
1241,72174091,chair3,leather
1242,72174091,chair4,leather
1243,72174091,chair5,wood
1244,72174091,chair6,wood
1245,72174091,chair7,wood
1246,72174091,chair9,wood
1247,72174091,sofa1,stone
1248,72174091,sofa10,stone
1249,72174091,sofa2,leather
1250,72174091,sofa6,stone
1251,72174091,sofa8,wood
1252,72174084,sofa1,wood
1253,72174084,sofa2,leather
1254,72174040,bed1,wood
1255,72173948,chair1,stone
1256,72173948,chair2,wood
1257,72173948,chair3,leather
1258,72173948,chair5,leather
1259,72173948,chair6,wood
1260,72173948,sofa1,stone
1261,72173948,sofa4,wood
1262,72173893,chair1,wood
1263,72173893,chair2,wood
1264,72173893,chair3,wood
1265,72173893,chair4,wood
1266,72173893,chair5,wood
1267,72173893,sofa1,wood
1268,72173888,chair1,wood
1269,72173888,chair2,leather
1270,72173888,chair3,wood
1271,72173888,chair4,leather
1272,72173888,chair5,leather
1273,72173888,chair6,wood
1274,72173888,chair7,leather
1275,72173696,chair1,wood
1276,72173696,chair2,wood
1277,72173696,chair3,wood
1278,72173696,chair4,wood
1279,72173696,chair5,wood
1280,72173696,chair6,leather
1281,72173696,chair7,wood
1282,72173696,sofa1,leather
1283,72173696,sofa2,wood
1284,72173694,chair1,wood
1285,72173675,chair1,leather
1286,72173675,chair4,leather
1287,72173675,sofa2,leather
1288,72173675,sofa3,leather
1289,72173627,chair1,wood
1290,72173606,chair1,leather
1291,72173606,chair2,leather
1292,72173606,chair3,leather
1293,72173606,chair4,leather
1294,72173606,chair5,leather
1295,72173606,chair6,leather
1296,72173606,chair7,leather
1297,72173578,chair1,stone
1298,72173578,chair2,stone
1299,72173578,chair3,leather
1300,72173578,chair4,leather
1301,72173571,bed1,wood
1302,72173571,chair1,leather
1303,72173571,chair2,leather
1304,72173571,chair3,leather
1305,72173571,chair4,leather
1306,72173571,chair5,leather
1307,72173571,chair6,leather
1308,72173571,chair7,leather
1309,72173571,chair8,wood
1310,72173571,sofa1,leather
1311,72173499,chair1,leather
1312,72173499,chair2,wood
1313,72173499,chair3,leather
1314,72173499,chair4,leather
1315,72173499,chair5,leather
1316,72173499,chair6,leather
1317,72173499,chair7,leather
1318,72173499,chair8,leather
1319,72173499,chair9,leather
1320,72173499,sofa1,leather
1321,72173499,sofa4,leather
1322,72173491,bed3,wood
1323,72173491,chair2,stone
1324,72173491,sofa1,leather
1325,72173441,chair1,leather
1326,72173441,chair2,stone
1327,72173441,chair3,stone
1328,72173441,chair4,leather
1329,72173441,chair5,stone
1330,72173441,chair6,leather
1331,72173441,chair7,leather
1332,72173395,chair1,wood
1333,72173395,chair2,wood
1334,72173395,sofa1,wood
1335,72173395,sofa3,wood
1336,72173379,chair1,leather
1337,72173379,chair2,wood
1338,72173379,chair5,leather
1339,72173379,chair6,leather
1340,72173379,chair7,wood
1341,72173379,sofa1,wood
1342,72173379,sofa2,wood
1343,72173379,sofa3,wood
1344,72173379,sofa4,wood
1345,72173379,sofa5,stone
1346,72173378,sofa1,leather
1347,72173378,sofa2,wood
1348,72173347,chair1,leather
1349,72173302,bed4,wood
1350,72173302,chair1,leather
1351,72173302,chair10,leather
1352,72173302,chair11,leather
1353,72173302,chair2,wood
1354,72173302,chair3,wood
1355,72173302,chair4,leather
1356,72173302,chair5,leather
1357,72173302,chair6,leather
1358,72173302,chair7,leather
1359,72173302,chair8,leather
1360,72173302,chair9,wood
1361,72173302,sofa1,wood
1362,72173302,sofa2,wood
1363,72173267,chair1,leather
1364,72173267,chair10,leather
1365,72173267,chair3,stone
1366,72173267,chair4,leather
1367,72173267,chair5,leather
1368,72173267,chair6,leather
1369,72173267,chair7,wood
1370,72173267,chair8,leather
1371,72173267,chair9,leather
1372,72173267,sofa2,wood
1373,72173244,chair1,wood
1374,72173244,chair4,wood
1375,72173244,sofa1,wood
1376,72173244,sofa2,leather
1377,72173244,sofa3,stone
1378,72173232,bed1,wood
1379,72173228,chair2,leather
1380,72173228,chair3,leather
1381,72173228,chair5,leather
1382,72173228,sofa1,leather
1383,72173228,sofa4,leather
1384,72173180,chair1,stone
1385,72173180,chair2,stone
1386,72173180,chair3,wood
1387,72173180,chair4,stone
1388,72173180,chair5,stone
1389,72173180,chair6,wood
1390,72173180,chair7,wood
1391,72173152,chair3,wood
1392,72173152,chair4,wood
1393,72173152,sofa1,wood
1394,72173152,sofa2,wood
1395,72173119,chair1,leather
1396,72173119,chair2,leather
1397,72173119,chair3,leather
1398,72173119,chair4,wood
1399,72173119,chair5,leather
1400,72173119,chair6,wood
1401,72173119,chair7,wood
1402,72173119,chair8,wood
1403,72173119,sofa1,leather
1404,72173119,sofa2,wood
1405,72173119,sofa3,wood
1406,72173063,chair1,wood
1407,72173063,chair2,wood
1408,72173046,bed2,wood
1409,72173046,chair1,wood
1410,72173031,chair1,leather
1411,72173031,chair2,leather
1412,72173031,chair3,leather
1413,72173031,chair5,wood
1414,72173031,chair7,wood
1415,72173031,chair8,wood
1416,72173031,sofa2,leather
1417,72173031,sofa4,wood
1418,72173031,sofa6,wood
1419,72172982,chair1,leather
1420,72172982,chair2,leather
1421,72172974,chair1,leather
1422,72172974,chair2,leather
1423,72172956,chair1,leather
1424,72172942,bed1,stone
1425,72172942,chair2,wood
1426,72172937,chair1,wood
1427,72172937,chair2,wood
1428,72172937,chair3,wood
1429,72172937,chair4,wood
1430,72172937,chair5,wood
1431,72172924,chair1,wood
1432,72172906,chair1,leather
1433,72172906,chair2,stone
1434,72172906,chair3,wood
1435,72172906,chair4,leather
1436,72172906,chair5,wood
1437,72172906,sofa1,leather
1438,72172906,sofa2,wood
1439,72172704,chair1,leather
1440,72172704,chair2,leather
1441,72172689,chair1,leather
1442,72172689,chair2,leather
1443,72172683,chair1,wood
1444,72172683,chair2,wood
1445,72172683,chair3,wood
1446,72172683,chair4,wood
1447,72172683,chair5,wood
1448,72172683,chair6,wood
1449,72172683,chair7,wood
1450,72172683,chair8,wood
1451,72172683,sofa1,leather
1452,72172683,sofa5,wood
1453,72172625,chair1,leather
1454,72172625,chair2,wood
1455,72172625,chair3,wood
1456,72172625,chair5,wood
1457,72172625,chair6,wood
1458,72172625,sofa4,wood
1459,72172623,bed1,wood
1460,72172623,chair1,leather
1461,72172623,chair2,wood
1462,72172623,chair3,wood
1463,72172623,chair4,wood
1464,72172623,chair6,wood
1465,72172623,sofa1,wood
1466,72172623,sofa3,wood
1467,72172623,sofa5,wood
1468,72172540,chair1,wood
1469,72172540,chair2,wood
1470,72172540,chair3,leather
1471,72172540,chair4,wood
1472,72172540,chair5,wood
1473,72172540,chair6,wood
1474,72172540,chair7,wood
1475,72172540,sofa1,leather
1476,72172462,chair1,leather
1477,72172462,chair2,leather
1478,72172412,chair1,wood
1479,72172412,chair2,wood
1480,72172412,chair3,leather
1481,72172412,chair4,leather
1482,72172412,chair5,wood
1483,72172412,chair6,wood
1484,72172412,chair7,wood
1485,72172412,chair9,wood
1486,72172412,sofa1,wood
1487,72172412,sofa8,wood
1488,72172400,chair1,wood
1489,72172400,chair2,leather
1490,72172400,chair3,leather
1491,72172400,chair4,wood
1492,72172345,chair1,leather
1493,72172345,chair10,wood
1494,72172345,chair11,wood
1495,72172345,chair12,wood
1496,72172345,chair13,wood
1497,72172345,chair2,leather
1498,72172345,chair3,leather
1499,72172345,chair4,wood
1500,72172345,chair5,wood
1501,72172345,chair6,wood
1502,72172345,chair7,wood
1503,72172345,chair8,wood
1504,72172345,chair9,wood
1505,72172345,sofa1,leather
1506,72172293,chair1,wood
1507,72172293,chair2,wood
1508,72172293,chair3,wood
1509,72172293,chair4,wood
1510,72172293,sofa1,leather
1511,72172293,sofa2,wood
1512,72172292,chair1,leather
1513,72172292,chair2,leather
1514,72172292,chair3,wood
1515,72172292,chair4,wood
1516,72172279,chair1,wood
1517,72172279,chair2,wood
1518,72172279,chair3,leather
1519,72172279,chair4,leather
1520,72172279,chair5,wood
1521,72172279,chair6,wood
1522,72172279,chair7,wood
1523,72172279,chair8,stone
1524,72172279,chair9,wood
1525,72172229,chair1,leather
1526,72172229,chair2,leather
1527,72172229,chair3,leather
1528,72172229,chair4,wood
1529,72172229,chair5,wood
1530,72172229,chair6,leather
1531,72172229,chair7,leather
1532,72172229,chair8,wood
1533,72172229,chair9,leather
1534,72172210,bed1,stone
1535,72172210,chair1,leather
1536,72172210,chair2,leather
1537,72172210,chair3,leather
1538,72172210,chair4,leather
1539,72172210,sofa2,leather
1540,72172210,sofa5,leather
1541,72172205,chair1,leather
1542,72172205,chair2,leather
1543,72172205,chair3,leather
1544,72172205,chair4,wood
1545,72172205,chair5,wood
1546,72172205,chair6,wood
1547,72172205,chair7,leather
1548,72172205,chair8,leather
1549,72172085,chair2,wood
1550,72172085,chair3,wood
1551,72172085,sofa1,wood
1552,72172085,sofa4,wood
1553,72172060,chair2,leather
1554,72172060,chair3,leather
1555,72172060,chair4,wood
1556,72172060,chair6,leather
1557,72172060,chair7,wood
1558,72172060,chair8,leather
1559,72172060,chair9,wood
1560,72172060,sofa1,wood
1561,72172060,sofa5,wood
1562,72172049,chair1,wood
1563,72172049,chair10,wood
1564,72172049,chair2,leather
1565,72172049,chair3,wood
1566,72172049,chair4,stone
1567,72172049,chair5,leather
1568,72172049,chair6,wood
1569,72172049,chair7,leather
1570,72172049,chair8,wood
1571,72172049,sofa1,wood
1572,72172049,sofa2,wood
1573,72172049,sofa5,wood
1574,72172049,sofa7,wood
1575,72172049,sofa9,wood
1576,72172007,chair1,wood
1577,72172007,chair2,leather
1578,72172007,chair3,leather
1579,72172007,sofa1,wood
1580,72172002,chair1,wood
1581,72172002,chair2,leather
1582,72172002,chair3,leather
1583,72172002,chair4,wood
1584,72172002,chair5,wood
1585,72172002,sofa1,leather
1586,72172002,sofa2,wood
1587,72171976,chair10,wood
1588,72171976,chair2,wood
1589,72171976,chair3,wood
1590,72171976,chair4,wood
1591,72171976,chair5,wood
1592,72171976,chair6,wood
1593,72171976,chair7,leather
1594,72171976,chair9,leather
1595,72171976,sofa1,wood
1596,72171976,sofa3,wood
1597,72171976,sofa8,leather
1598,72171856,chair1,leather
1599,72171856,chair10,leather
1600,72171856,chair11,leather
1601,72171856,chair2,leather
1602,72171856,chair3,leather
1603,72171856,chair4,wood
1604,72171856,chair5,leather
1605,72171856,chair6,wood
1606,72171856,chair7,wood
1607,72171856,chair8,leather
1608,72171856,chair9,wood
1609,72171856,sofa3,leather
1610,72171856,sofa5,leather
1611,72171812,chair2,leather
1612,72171812,chair3,leather
1613,72171812,sofa1,leather
1614,72171812,sofa2,leather
1615,72171762,chair2,wood
1616,72171762,sofa1,wood
1617,72171641,chair1,leather
1618,72171614,chair2,wood
1619,72171614,chair3,leather
1620,72171614,chair4,wood
1621,72171614,chair5,wood
1622,72171614,chair6,leather
1623,72171614,chair7,leather
1624,72171614,sofa1,leather
1625,72171614,sofa2,leather
1626,72171614,sofa4,stone
1627,72171607,bed1,leather
1628,72171607,chair2,wood
1629,72171607,chair3,wood
1630,72171607,chair4,leather
1631,72171594,chair1,leather
1632,72171594,chair2,stone
1633,72171584,chair1,leather
1634,72171584,chair2,wood
1635,72171584,chair3,wood
1636,72171548,chair1,wood
1637,72171548,chair10,leather
1638,72171548,chair11,wood
1639,72171548,chair12,wood
1640,72171548,chair13,wood
1641,72171548,chair2,leather
1642,72171548,chair3,wood
1643,72171548,chair4,wood
1644,72171548,chair5,wood
1645,72171548,chair6,wood
1646,72171548,chair7,wood
1647,72171548,chair8,wood
1648,72171548,chair9,wood
1649,72171548,sofa2,leather
1650,72171434,bed4,leather
1651,72171434,chair1,wood
1652,72171434,chair2,wood
1653,72171434,chair4,leather
1654,72171434,chair5,wood
1655,72171434,sofa1,leather
1656,72171434,sofa3,wood
1657,72171432,bed3,wood
1658,72171432,chair1,leather
1659,72171432,chair2,wood
1660,72171432,chair3,leather
1661,72171432,chair4,leather
1662,72171432,chair5,leather
1663,72171432,chair6,leather
1664,72171432,sofa1,wood
1665,72171432,sofa3,leather
1666,72171426,bed1,wood
1667,72171230,chair2,wood
1668,72171230,chair3,wood
1669,72171230,chair4,leather
1670,72171230,sofa1,stone
1671,72171230,sofa2,stone
1672,72171230,sofa3,leather
1673,72171230,sofa4,wood
1674,72171226,chair1,leather
1675,72171146,chair1,wood
1676,72171145,chair1,stone
1677,72171145,chair2,wood
1678,72171145,chair3,wood
1679,72171145,chair4,wood
1680,72171145,chair5,stone
1681,72171145,chair6,leather
1682,72171145,chair7,leather
1683,72171145,chair8,wood
1684,72171111,sofa1,wood
1685,72171007,chair1,wood
1686,72171007,chair3,wood
1687,72171007,sofa2,wood
1688,72170997,chair1,leather
1689,72170997,chair2,wood
1690,72170997,chair3,wood
1691,72170997,chair4,wood
1692,72170997,sofa1,wood
1693,72170997,sofa3,leather
1694,72170997,sofa5,wood
1695,72170997,sofa6,wood
1696,72170994,chair1,wood
1697,72170948,chair1,leather
1698,72170948,chair2,wood
1699,72170948,chair3,wood
1700,72170948,chair4,wood
1701,72170948,chair5,wood
1702,72170942,bed3,wood
1703,72170942,chair1,wood
1704,72170942,chair2,wood
1705,72170942,chair5,wood
1706,72170942,sofa1,wood
1707,72170942,sofa3,wood
1708,72170942,sofa4,wood
1709,72170942,sofa5,wood
1710,72170854,chair1,wood
1711,72170854,chair2,wood
1712,72170818,chair1,leather
1713,72170818,chair2,leather
1714,72170818,chair3,leather
1715,72170818,chair5,leather
1716,72170818,chair6,wood
1717,72170818,chair7,wood
1718,72170818,sofa4,leather
1719,72170760,chair1,stone
1720,72170760,chair2,leather
1721,72170760,chair3,stone
1722,72170760,chair4,stone
1723,72170760,chair5,leather
1724,72170760,chair6,stone
1725,72170752,chair2,leather
1726,72170752,sofa1,leather
1727,72170742,chair1,wood
1728,72170742,chair2,wood
1729,72170742,chair3,wood
1730,72170742,chair4,wood
1731,72170742,sofa1,wood
1732,72170649,chair1,leather
1733,72170649,chair2,leather
1734,72170649,chair3,leather
1735,72170649,chair4,wood
1736,72170649,chair5,wood
1737,72170649,sofa1,wood
1738,72170649,sofa2,leather
1739,72170649,sofa3,leather
1740,72170637,bed1,stone
1741,72170637,sofa1,wood
1742,72170637,sofa2,wood
1743,72170617,bed1,leather
1744,72170617,chair1,stone
1745,72170617,chair2,wood
1746,72170617,chair3,leather
1747,72170617,chair4,leather
1748,72170617,chair5,leather
1749,72170617,sofa1,wood
1750,72170617,sofa2,leather
1751,72170587,chair1,wood
1752,72170587,chair10,wood
1753,72170587,chair11,leather
1754,72170587,chair2,wood
1755,72170587,chair3,leather
1756,72170587,chair4,leather
1757,72170587,chair5,wood
1758,72170587,chair6,wood
1759,72170587,chair7,wood
1760,72170587,chair8,leather
1761,72170587,chair9,leather
1762,72170587,sofa1,wood
1763,72170587,sofa4,leather
1764,72170552,chair1,leather
1765,72170552,chair2,wood
1766,72170552,chair3,wood
1767,72170552,chair4,leather
1768,72170475,chair1,wood
1769,72170475,chair2,wood
1770,72170475,chair3,wood
1771,72170475,chair4,wood
1772,72170475,chair5,wood
1773,72170475,chair6,wood
1774,72170475,chair7,wood
1775,72170475,chair8,wood
1776,72170475,chair9,wood
1777,72170471,chair1,leather
1778,72170467,chair4,leather
1779,72170467,chair7,wood
1780,72170467,chair8,leather
1781,72170467,sofa1,stone
1782,72170467,sofa2,wood
1783,72170467,sofa3,wood
1784,72170467,sofa5,leather
1785,72170467,sofa6,wood
1786,72170458,chair1,wood
1787,72170458,chair2,wood
1788,72170366,chair2,wood
1789,72170366,chair3,leather
1790,72170366,sofa1,wood
1791,72170366,sofa4,leather
1792,72170313,chair1,leather
1793,72170313,chair2,leather
1794,72170295,bed2,wood
1795,72170295,sofa1,wood
1796,72170286,chair1,leather
1797,72170286,chair3,leather
1798,72170286,chair5,wood
1799,72170286,sofa1,leather
1800,72170286,sofa2,wood
1801,72170286,sofa4,leather
1802,72170184,sofa1,leather
1803,72170184,sofa2,leather
1804,72170008,chair1,leather
1805,72169876,chair1,leather
1806,72169599,chair1,stone
1807,72169599,chair2,stone
1808,72169599,chair3,stone
1809,72169569,chair1,leather
1810,72169569,chair2,leather
1811,72169569,chair3,wood
1812,72169569,chair4,leather
1813,72169447,chair1,leather
1814,72169411,chair1,wood
1815,72169411,chair2,wood
1816,72169411,chair3,wood
1817,72169411,chair4,wood
1818,72169411,chair5,wood
1819,72169411,chair6,wood
1820,72169362,sofa1,wood
1821,72169362,sofa2,wood
1822,72169362,sofa3,wood
1823,72169217,chair2,leather
1824,72169217,chair3,leather
1825,72169217,chair5,wood
1826,72169217,chair6,wood
1827,72169217,sofa1,leather
1828,72169217,sofa2,wood
1829,72169217,sofa4,leather
1830,72169112,chair2,wood
1831,72169112,chair3,wood
1832,72169112,chair4,wood
