,zillow_id,furniture,texture
1833,72169112,sofa1,wood
1834,72169107,chair1,leather
1835,72169107,chair2,leather
1836,72169107,chair4,wood
1837,72169107,sofa3,wood
1838,72169078,chair1,wood
1839,72169075,chair2,wood
1840,72169075,chair3,wood
1841,72169075,chair4,leather
1842,72169075,chair5,leather
1843,72169075,sofa1,wood
1844,72169075,sofa2,wood
1845,72169075,sofa3,wood
1846,72169034,bed1,wood
1847,72169034,chair1,wood
1848,72169034,chair2,wood
1849,72169027,chair1,leather
1850,72169027,chair4,wood
1851,72169027,sofa1,leather
1852,72169027,sofa2,leather
1853,72169027,sofa3,leather
1854,72169012,chair1,leather
1855,72169012,chair2,leather
1856,72169012,chair3,leather
1857,72169012,chair4,wood
1858,72169012,chair5,leather
1859,72169012,chair6,leather
1860,72169012,chair7,leather
1861,72169012,chair8,wood
1862,72169012,sofa1,wood
1863,72169012,sofa2,wood
1864,72169008,chair2,wood
1865,72169008,chair3,leather
1866,72169008,sofa1,leather
1867,72169008,sofa2,leather
1868,72169008,sofa3,wood
1869,72168920,chair1,wood
1870,72168913,chair1,leather
1871,72168913,chair10,wood
1872,72168913,chair2,wood
1873,72168913,chair3,leather
1874,72168913,chair4,wood
1875,72168913,chair5,leather
1876,72168913,chair6,leather
1877,72168913,chair7,wood
1878,72168913,chair8,leather
1879,72168913,chair9,stone
1880,72168913,sofa1,stone
1881,72168913,sofa2,leather
1882,72168913,sofa3,wood
1883,72168912,chair1,leather
1884,72168912,chair2,leather
1885,72168912,chair3,leather
1886,72168912,chair5,leather
1887,72168912,chair6,leather
1888,72168912,chair7,wood
1889,72168912,chair8,wood
1890,72168912,sofa1,leather
1891,72168912,sofa2,leather
1892,72168912,sofa4,leather
1893,72168895,chair2,leather
1894,72168895,sofa1,leather
1895,72168869,chair1,stone
1896,72168869,chair2,leather
1897,72168869,chair3,wood
1898,72168869,chair4,leather
1899,72168869,chair5,wood
1900,72168869,chair6,leather
1901,72168869,chair7,wood
1902,72168869,chair8,wood
1903,72168869,chair9,leather
1904,72168869,sofa1,leather
1905,72168869,sofa2,leather
1906,72168848,bed1,wood
1907,72168848,chair1,wood
1908,72168848,chair3,wood
1909,72168848,sofa2,leather
1910,72168822,chair1,leather
1911,72168822,chair2,stone
1912,72168822,chair3,leather
1913,72168822,chair4,leather
1914,72168822,chair5,wood
1915,72168822,chair6,leather
1916,72168822,chair7,wood
1917,72168822,sofa1,leather
1918,72168822,sofa3,stone
1919,72168822,sofa4,stone
1920,72168815,chair1,leather
1921,72168791,chair1,leather
1922,72168791,chair10,wood
1923,72168791,chair2,wood
1924,72168791,chair3,leather
1925,72168791,chair4,wood
1926,72168791,chair5,leather
1927,72168791,chair6,wood
1928,72168791,chair7,leather
1929,72168791,chair8,wood
1930,72168791,chair9,leather
1931,72168791,sofa1,leather
1932,72168791,sofa2,wood
1933,72168778,bed1,leather
1934,72168778,chair1,wood
1935,72168778,chair2,wood
1936,72168778,chair3,wood
1937,72168778,chair4,wood
1938,72168778,chair5,wood
1939,72168778,sofa1,wood
1940,72168778,sofa2,wood
1941,72168778,sofa3,wood
1942,72168778,sofa4,wood
1943,72168778,sofa5,wood
1944,72168737,chair2,leather
1945,72168737,chair3,leather
1946,72168737,sofa1,wood
1947,72168737,sofa4,wood
1948,72168729,bed1,wood
1949,72168729,chair1,leather
1950,72168729,chair2,wood
1951,72168729,chair3,leather
1952,72168729,sofa2,leather
1953,72168712,bed3,leather
1954,72168712,chair1,leather
1955,72168712,chair2,wood
1956,72168672,sofa1,wood
1957,72168649,chair1,leather
1958,72168649,chair2,leather
1959,72168649,sofa1,wood
1960,72168649,sofa2,leather
1961,72168649,sofa3,leather
1962,72168640,chair1,wood
1963,72168640,chair2,wood
1964,72168625,chair3,leather
1965,72168625,chair4,wood
1966,72168625,chair5,leather
1967,72168625,sofa1,leather
1968,72168625,sofa2,leather
1969,72168601,chair1,leather
1970,72168601,chair2,wood
1971,72168601,chair3,wood
1972,72168601,sofa4,leather
1973,72168600,chair3,leather
1974,72168600,sofa1,wood
1975,72168600,sofa2,leather
1976,72168563,chair1,leather
1977,72168563,chair2,wood
1978,72168563,sofa1,leather
1979,72168494,chair1,wood
1980,72168494,chair2,wood
1981,72168327,chair1,wood
1982,72168327,chair2,wood
1983,72168327,chair3,wood
1984,72168327,chair4,wood
1985,72168327,chair5,wood
1986,72168327,chair6,wood
1987,72168155,chair1,leather
1988,72168155,chair2,leather
1989,72167838,chair2,wood
1990,72167838,sofa1,stone
1991,72167721,chair1,wood
1992,72167721,chair2,leather
1993,72167721,chair3,leather
1994,72167721,chair4,leather
1995,72167721,chair5,leather
1996,72167663,chair1,leather
1997,72167663,chair2,leather
1998,72167663,chair3,wood
1999,72167663,chair4,wood
2000,72167663,chair5,wood
2001,72167663,chair6,leather
2002,72167663,chair7,leather
2003,72167586,chair1,leather
2004,72167586,chair10,wood
2005,72167586,chair2,wood
2006,72167586,chair3,wood
2007,72167586,chair4,wood
2008,72167586,chair5,wood
2009,72167586,chair6,wood
2010,72167586,chair7,wood
2011,72167586,chair8,wood
2012,72167586,chair9,wood
2013,72167512,chair1,leather
2014,72167512,chair2,wood
2015,72167429,chair1,leather
2016,72167429,chair3,leather
2017,72167429,chair4,leather
2018,72167429,sofa2,wood
2019,72167377,chair1,wood
2020,72167231,chair1,stone
2021,72167231,chair2,leather
2022,72167231,chair3,wood
2023,72167231,chair4,wood
2024,72167231,chair5,leather
2025,72167221,chair1,stone
2026,72167221,chair2,leather
2027,72167125,chair1,wood
2028,72167125,chair2,wood
2029,72167071,chair1,stone
2030,72167071,chair2,wood
2031,72167071,chair3,wood
2032,72167071,chair4,wood
2033,72167018,chair1,wood
2034,72167018,chair2,leather
2035,72167018,chair3,wood
2036,72167018,chair4,wood
2037,72167018,chair5,wood
2038,72167018,chair6,wood
2039,72166918,chair1,wood
2040,72166904,sofa1,wood
2041,72166904,sofa2,wood
2042,72166818,chair1,stone
2043,72166818,chair2,stone
2044,72166818,chair3,wood
2045,72166818,chair4,leather
2046,72166810,chair1,wood
2047,72166810,chair2,wood
2048,72166670,chair1,leather
2049,72166568,chair1,leather
2050,72166568,chair2,leather
2051,72166568,chair3,leather
2052,72166568,chair4,wood
2053,72166426,chair1,stone
2054,72166232,chair1,leather
2055,72166232,chair2,leather
2056,72166232,chair3,leather
2057,72166171,chair1,leather
2058,72166171,chair2,leather
2059,72166171,chair3,leather
2060,72166171,chair4,wood
2061,72166171,chair5,leather
2062,72166171,chair6,wood
2063,72166171,chair7,leather
2064,72166171,chair8,leather
2065,72166087,chair1,wood
2066,72166087,chair2,stone
2067,72166087,chair3,stone
2068,72165768,bed3,stone
2069,72165768,chair1,wood
2070,72165768,chair2,wood
2071,72165768,sofa4,stone
2072,72165737,sofa1,wood
2073,72165625,chair1,leather
2074,72165625,chair3,leather
2075,72165625,chair4,wood
2076,72165625,sofa2,leather
2077,72165557,chair1,leather
2078,72165459,chair1,leather
2079,72165192,sofa1,leather
2080,72165192,sofa2,leather
2081,72165192,sofa3,wood
2082,72165174,chair3,leather
2083,72165174,chair4,wood
2084,72165174,sofa1,wood
2085,72165174,sofa2,wood
2086,72165133,chair1,leather
2087,72165092,sofa1,stone
2088,72165092,sofa2,leather
2089,72164998,chair1,wood
2090,72164998,chair2,wood
2091,72164694,chair1,leather
2092,72164694,chair2,wood
2093,72164694,chair3,wood
2094,72164694,chair4,wood
2095,72164425,chair3,wood
2096,72164425,chair4,wood
2097,72164425,chair5,wood
2098,72164425,chair6,wood
2099,72164425,sofa1,wood
2100,72164425,sofa2,wood
2101,72164344,chair1,stone
2102,72164344,chair2,wood
2103,72164193,chair1,wood
2104,72164193,chair2,wood
2105,72164159,sofa1,wood
2106,72164159,sofa2,wood
2107,72163903,chair1,wood
2108,72163903,chair2,wood
2109,72163903,chair3,wood
2110,72163903,chair4,wood
2111,72163903,chair5,leather
2112,72163877,chair1,leather
2113,72163877,chair2,leather
2114,72163877,chair3,wood
2115,72163877,chair4,leather
2116,72163877,chair5,leather
2117,72163877,chair6,leather
2118,72163737,chair1,wood
2119,72163737,chair2,wood
2120,72163543,chair1,wood
2121,72163459,chair1,wood
2122,72163459,chair2,wood
2123,72163459,chair3,stone
2124,72163459,chair4,leather
2125,72163153,chair1,wood
2126,72162870,chair1,wood
2127,72162870,chair2,wood
2128,72162870,chair3,wood
2129,72162870,chair4,wood
2130,72162870,chair5,wood
2131,72162870,chair6,leather
2132,72162870,chair7,wood
2133,72162870,chair8,leather
2134,72162870,chair9,stone
2135,72162826,chair2,leather
2136,72162826,chair3,leather
2137,72162826,chair4,leather
2138,72162826,sofa1,wood
2139,72162791,chair1,leather
2140,72162791,chair2,wood
2141,72162791,chair3,wood
2142,72162791,chair4,wood
2143,72162791,chair5,wood
2144,72162791,chair6,wood
2145,72162791,chair7,wood
2146,72162791,chair8,wood
2147,72162781,chair2,leather
2148,72162781,chair3,leather
2149,72162781,chair4,leather
2150,72162781,chair5,wood
2151,72162781,chair6,leather
2152,72162781,chair7,wood
2153,72162781,sofa1,leather
2154,72162696,chair1,wood
2155,72162696,chair4,wood
2156,72162696,sofa2,wood
2157,72162696,sofa3,wood
2158,72162605,chair1,wood
2159,72162605,chair2,leather
2160,72162428,chair2,wood
2161,72162428,chair5,wood
2162,72162428,sofa1,leather
2163,72162428,sofa3,wood
2164,72162428,sofa4,wood
2165,72162419,chair2,leather
2166,72162419,chair4,wood
2167,72162419,chair5,stone
2168,72162419,chair6,stone
2169,72162419,sofa1,leather
2170,72162419,sofa3,leather
2171,72162339,sofa1,leather
2172,72162339,sofa2,leather
2173,72162296,chair1,leather
2174,72162296,chair2,wood
2175,72162296,chair4,wood
2176,72162296,sofa3,wood
2177,72162238,chair3,leather
2178,72162238,sofa1,leather
2179,72162238,sofa2,wood
2180,72162238,sofa4,leather
2181,72162204,chair1,leather
2182,72162204,chair2,leather
2183,72162204,chair3,wood
2184,72162096,chair1,wood
2185,72162096,chair2,wood
2186,72162096,chair3,wood
2187,72162096,chair4,wood
2188,72162096,chair5,leather
2189,72162096,chair6,wood
2190,72162096,chair7,wood
2191,72162096,chair8,wood
2192,72161670,chair1,stone
2193,72161670,chair2,leather
2194,72161670,sofa3,wood
2195,72161464,chair2,wood
2196,72161464,chair3,leather
2197,72161464,chair5,leather
2198,72161464,sofa1,wood
2199,72161464,sofa4,stone
2200,72161459,chair1,wood
2201,72161292,chair1,leather
2202,72161292,chair2,leather
2203,72161292,chair3,stone
2204,72161292,chair4,stone
2205,72161292,chair5,stone
2206,72161292,chair6,leather
2207,72161198,chair1,leather
2208,72161195,chair1,stone
2209,72161195,chair10,wood
2210,72161195,chair11,leather
2211,72161195,chair12,wood
2212,72161195,chair3,wood
2213,72161195,chair4,wood
2214,72161195,chair6,wood
2215,72161195,chair7,wood
2216,72161195,chair8,leather
2217,72161195,chair9,leather
2218,72161195,sofa2,wood
2219,72161195,sofa5,wood
2220,72161092,chair1,wood
2221,72161092,chair2,wood
2222,72161092,chair3,wood
2223,72160838,sofa1,leather
2224,72160815,chair1,stone
2225,72160815,sofa2,stone
2226,72160261,chair1,wood
2227,72160261,chair2,wood
2228,72160046,chair1,leather
2229,72160046,chair2,wood
2230,72160046,chair3,leather
2231,72159538,chair4,wood
2232,72159538,chair5,wood
2233,72159538,sofa1,wood
2234,72159538,sofa2,leather
2235,72159538,sofa3,wood
2236,72159170,chair1,leather
2237,72159170,chair2,leather
2238,72159170,chair3,leather
2239,72159170,chair5,wood
2240,72159170,chair6,leather
2241,72159170,sofa4,leather
2242,72158851,chair1,wood
2243,72158816,chair3,wood
2244,72158816,chair4,wood
2245,72158816,chair5,wood
2246,72158816,chair6,wood
2247,72158816,chair7,wood
2248,72158816,sofa1,wood
2249,72158816,sofa2,wood
2250,72158538,chair1,wood
2251,72158538,chair2,leather
2252,72158538,chair3,wood
2253,72158538,chair4,wood
2254,72158538,chair5,leather
2255,72158538,chair6,leather
2256,72158538,chair7,wood
2257,72158529,chair2,leather
2258,72158529,chair5,leather
2259,72158529,chair7,leather
2260,72158529,sofa1,wood
2261,72158529,sofa3,leather
2262,72158529,sofa4,leather
2263,72158529,sofa6,leather
2264,72158370,chair1,stone
2265,72158370,chair2,wood
2266,72158370,chair3,leather
2267,72158327,chair2,wood
2268,72158327,chair3,leather
2269,72158327,sofa1,leather
2270,72158003,chair1,wood
2271,72158003,chair2,leather
2272,72158003,chair3,wood
2273,72158003,chair4,wood
2274,72158003,chair5,leather
2275,72158003,chair6,wood
2276,72158003,chair7,leather
2277,72157961,chair1,stone
2278,72157961,chair2,stone
2279,72157909,chair1,wood
2280,72157909,chair11,wood
2281,72157909,chair12,leather
2282,72157909,chair2,stone
2283,72157909,chair3,leather
2284,72157909,chair4,wood
2285,72157909,chair5,wood
2286,72157909,chair6,leather
2287,72157909,chair7,stone
2288,72157909,chair8,leather
2289,72157909,chair9,leather
2290,72157909,sofa10,wood
2291,72157790,chair1,leather
2292,72157790,chair2,leather
2293,72157790,chair3,leather
2294,72157790,chair4,stone
2295,72157790,chair5,leather
2296,72157744,chair2,wood
2297,72157744,chair4,wood
2298,72157744,chair5,wood
2299,72157744,chair6,wood
2300,72157744,sofa1,leather
2301,72157744,sofa3,wood
2302,72157408,chair1,leather
2303,72157408,chair2,leather
2304,72157408,chair3,wood
2305,72157303,chair1,leather
2306,72157263,chair1,wood
2307,72157205,sofa1,leather
2308,72157191,chair1,wood
2309,72157191,chair2,wood
2310,72157191,chair3,wood
2311,72157191,chair4,wood
2312,72157191,chair5,wood
2313,72157127,chair1,leather
2314,72157067,chair1,stone
2315,72157067,chair3,leather
2316,72157067,chair4,leather
2317,72157067,chair5,wood
2318,72157067,sofa2,wood
2319,72156960,chair1,leather
2320,72156960,chair2,leather
2321,72156960,chair3,wood
2322,72156960,chair4,wood
2323,72156921,chair1,leather
2324,72156921,chair2,wood
2325,72156921,chair3,leather
2326,72156921,chair4,leather
2327,72156921,chair5,leather
2328,72156879,chair2,wood
2329,72156879,sofa1,stone
2330,72156879,sofa3,leather
2331,72156879,sofa4,wood
2332,72156853,chair1,leather
2333,72156853,chair2,leather
2334,72156732,chair2,wood
2335,72156732,chair4,leather
2336,72156732,sofa1,wood
2337,72156732,sofa3,stone
2338,72156670,chair1,stone
2339,72156670,chair2,stone
2340,72156669,chair1,wood
2341,72156669,chair2,wood
2342,72156669,chair3,wood
2343,72156650,chair1,leather
2344,72156650,chair2,leather
2345,72156650,chair3,leather
2346,72156558,chair1,leather
2347,72156558,chair2,wood
2348,72156558,chair3,wood
2349,72156511,chair1,leather
2350,72156511,chair10,leather
2351,72156511,chair2,leather
2352,72156511,chair3,leather
2353,72156511,chair6,leather
2354,72156511,chair7,leather
2355,72156511,chair8,leather
2356,72156511,chair9,leather
2357,72156511,sofa4,leather
2358,72156511,sofa5,leather
2359,72156418,chair1,wood
2360,72156418,chair2,leather
2361,72156275,bed1,leather
2362,72156275,bed7,leather
2363,72156275,chair4,wood
2364,72156275,chair6,wood
2365,72156275,sofa2,wood
2366,72156275,sofa3,wood
2367,72156275,sofa5,wood
2368,72156122,chair3,wood
2369,72156122,sofa1,leather
2370,72156122,sofa2,leather
2371,72155904,chair1,stone
2372,72155904,chair2,stone
2373,72155904,chair3,wood
2374,72155904,chair4,stone
2375,72155904,chair5,wood
2376,72155898,chair1,wood
2377,72155898,chair2,wood
2378,72155497,chair1,stone
2379,72155497,chair2,stone
2380,72155497,chair3,leather
2381,72155191,chair1,leather
2382,72155191,chair2,wood
2383,72155191,chair3,wood
2384,72155178,chair1,leather
2385,72155178,chair2,leather
2386,72154847,chair1,leather
2387,72154725,chair3,stone
2388,72154725,chair4,leather
2389,72154725,sofa1,stone
2390,72154725,sofa2,leather
2391,72154725,sofa5,leather
2392,72154626,chair1,leather
2393,72154436,chair1,leather
2394,72154436,chair2,wood
2395,72154122,chair1,wood
2396,72154122,chair2,leather
2397,72154071,chair1,wood
2398,72154071,chair2,wood
2399,72154071,chair3,leather
2400,72154071,chair4,wood
2401,72153961,chair1,leather
2402,72153961,chair4,wood
2403,72153961,chair5,wood
2404,72153961,chair6,wood
2405,72153961,sofa2,wood
2406,72153961,sofa3,wood
2407,72153959,chair1,leather
2408,72153959,chair11,leather
2409,72153959,chair12,leather
2410,72153959,chair13,wood
2411,72153959,chair2,wood
2412,72153959,chair3,wood
2413,72153959,chair4,wood
2414,72153959,chair5,wood
2415,72153959,chair6,wood
2416,72153959,chair7,wood
2417,72153959,chair8,wood
2418,72153959,chair9,leather
2419,72153959,sofa10,wood
2420,72153959,sofa14,wood
2421,72153933,chair1,leather
2422,72153933,chair10,leather
2423,72153933,chair2,wood
2424,72153933,chair3,leather
2425,72153933,chair5,leather
2426,72153933,chair6,stone
2427,72153933,chair7,leather
2428,72153933,chair8,wood
2429,72153933,chair9,wood
2430,72153933,sofa4,stone
2431,72153830,chair1,wood
2432,72153830,chair2,wood
2433,72153830,chair3,wood
2434,72153830,chair4,leather
2435,72153766,chair3,wood
2436,72153766,chair4,leather
2437,72153766,chair5,leather
2438,72153766,chair6,leather
2439,72153766,chair7,leather
2440,72153766,chair8,wood
2441,72153766,chair9,leather
2442,72153766,sofa1,wood
2443,72153766,sofa2,wood
2444,72153692,chair1,stone
2445,72153692,chair2,leather
2446,72153692,chair3,leather
2447,72153686,chair1,wood
2448,72153686,chair2,leather
2449,72153686,chair3,wood
2450,72153686,chair4,wood
2451,72153686,chair5,wood
2452,72153593,chair1,leather
2453,72153593,chair2,leather
2454,72153593,chair3,leather
2455,72153430,chair1,wood
2456,72153382,chair1,wood
2457,72153382,chair2,leather
2458,72153382,chair3,wood
2459,72153382,chair4,wood
2460,72153239,chair1,leather
2461,72153239,chair2,leather
2462,72152986,chair1,leather
2463,72152876,chair1,leather
2464,72152876,chair2,leather
2465,72152876,chair3,wood
2466,72152876,chair4,wood
2467,72152717,chair1,wood
2468,72152717,chair2,wood
2469,72152717,chair4,wood
2470,72152717,chair5,wood
2471,72152717,sofa3,wood
2472,72152717,sofa6,wood
2473,72152693,chair1,wood
2474,72152693,chair2,wood
2475,72152693,chair3,wood
2476,72152693,chair4,wood
2477,72152693,chair5,leather
2478,72152693,chair6,wood
2479,72152635,sofa1,wood
2480,72152496,chair1,stone
2481,72152496,chair2,stone
2482,72152496,chair3,leather
2483,72152496,chair4,stone
2484,72152496,chair5,leather
2485,72152266,chair4,leather
2486,72152266,chair5,leather
2487,72152266,chair7,wood
2488,72152266,sofa1,stone
2489,72152266,sofa2,leather
2490,72152266,sofa3,wood
2491,72152266,sofa6,leather
2492,72152232,chair1,wood
2493,72152232,chair10,stone
2494,72152232,chair12,wood
2495,72152232,chair2,leather
2496,72152232,chair3,leather
2497,72152232,chair4,leather
2498,72152232,chair5,leather
2499,72152232,chair7,wood
2500,72152232,chair8,leather
2501,72152232,chair9,wood
2502,72152232,sofa11,wood
2503,72152232,sofa13,leather
2504,72152232,sofa14,leather
2505,72152232,sofa6,wood
2506,72151908,chair3,wood
2507,72151908,chair4,wood
2508,72151908,chair5,wood
2509,72151908,sofa1,wood
2510,72151908,sofa2,wood
2511,72151895,chair2,leather
2512,72151895,chair3,wood
2513,72151895,chair4,wood
2514,72151895,chair5,wood
2515,72151895,chair6,wood
2516,72151895,sofa1,wood
2517,72151895,sofa7,wood
2518,72151728,chair1,stone
2519,72151728,chair2,wood
2520,72151522,chair3,leather
2521,72151522,chair5,wood
2522,72151522,sofa1,wood
2523,72151522,sofa2,wood
2524,72151522,sofa4,leather
2525,72151487,chair1,wood
2526,72151487,chair2,wood
2527,72151487,chair3,wood
2528,72151380,chair1,stone
2529,72151380,chair2,leather
2530,72151380,chair3,leather
2531,72151359,chair1,leather
2532,72151359,chair2,wood
2533,72151157,chair1,stone
2534,72151157,chair10,wood
2535,72151157,chair2,wood
2536,72151157,chair3,wood
2537,72151157,chair4,leather
2538,72151157,chair5,leather
2539,72151157,chair6,wood
2540,72151157,chair7,wood
2541,72151157,chair8,leather
2542,72151157,chair9,leather
2543,72151101,chair1,wood
2544,72151101,chair10,leather
2545,72151101,chair11,leather
2546,72151101,chair2,leather
2547,72151101,chair4,leather
2548,72151101,chair6,leather
2549,72151101,chair7,wood
2550,72151101,chair8,leather
2551,72151101,chair9,leather
2552,72151101,sofa3,leather
2553,72151101,sofa5,leather
2554,72150899,chair1,leather
2555,72150899,chair2,leather
2556,72150738,chair1,wood
2557,72150738,chair2,leather
2558,72150738,sofa3,stone
2559,72150738,sofa4,stone
2560,72150731,chair1,wood
2561,72150731,chair2,leather
2562,72150731,chair3,leather
2563,72150682,chair2,wood
2564,72150682,sofa1,wood
2565,72150682,sofa3,leather
2566,72149504,chair1,stone
2567,72149504,chair3,wood
2568,72149504,chair4,wood
2569,72149504,chair5,wood
2570,72149504,sofa2,leather
2571,72149483,chair2,leather
2572,72149483,chair3,leather
2573,72149483,chair4,wood
2574,72149483,sofa1,wood
2575,72149395,chair1,stone
2576,72149395,chair2,stone
2577,72149395,chair3,stone
2578,72149395,chair4,leather
2579,72149222,chair1,stone
2580,72149222,chair2,leather
2581,72149107,chair1,wood
2582,72148843,chair2,leather
2583,72148843,sofa1,wood
2584,72148673,chair1,leather
2585,72148650,chair1,leather
2586,72148650,chair2,leather
2587,72148650,chair3,wood
2588,72148645,chair1,wood
2589,72148645,chair2,wood
2590,72148645,chair3,wood
2591,72148645,chair4,wood
2592,72148645,chair5,wood
2593,72148645,chair6,wood
2594,72148645,chair7,wood
2595,72148630,chair2,wood
2596,72148630,chair3,wood
2597,72148630,chair4,wood
2598,72148630,sofa1,leather
2599,72148599,bed1,leather
2600,72148599,chair2,leather
2601,72148536,chair1,stone
2602,72148262,chair1,wood
2603,72148262,chair2,leather
2604,72148262,chair3,wood
2605,72148262,chair4,wood
2606,72148253,bed2,stone
2607,72148253,chair1,wood
2608,72148237,chair1,wood
2609,72148237,chair2,wood
2610,72148237,chair3,wood
2611,72148237,chair4,wood
2612,72148026,sofa1,leather
2613,72148026,sofa2,leather
2614,72147809,chair1,wood
2615,72147809,chair2,wood
2616,72147809,chair3,leather
2617,72147809,chair4,wood
2618,72147782,chair1,leather
2619,72147782,chair2,leather
2620,72147702,bed2,wood
2621,72147702,chair1,leather
2622,72147614,chair1,wood
2623,72147614,chair2,wood
2624,72147614,chair3,leather
2625,72147574,sofa1,stone
2626,72147574,sofa2,wood
2627,72147520,chair5,wood
2628,72147520,sofa1,wood
2629,72147520,sofa2,wood
2630,72147520,sofa3,leather
2631,72147520,sofa4,wood
2632,72147481,chair2,leather
2633,72147481,chair3,leather
2634,72147481,chair4,wood
2635,72147481,chair5,leather
2636,72147481,chair6,leather
2637,72147481,chair7,leather
2638,72147481,sofa1,leather
2639,72147413,bed1,wood
2640,72147413,chair2,leather
2641,72147413,chair4,wood
2642,72147413,chair6,leather
2643,72147413,sofa3,leather
2644,72147413,sofa5,wood
2645,72147413,sofa7,leather
2646,72147223,chair3,leather
2647,72147223,sofa1,leather
2648,72147223,sofa2,stone
2649,72147221,bed9,wood
2650,72147221,chair1,wood
2651,72147221,chair10,wood
2652,72147221,chair11,leather
2653,72147221,chair12,wood
2654,72147221,chair13,wood
2655,72147221,chair14,leather
2656,72147221,chair15,leather
2657,72147221,chair2,wood
2658,72147221,chair3,wood
2659,72147221,chair4,leather
2660,72147221,chair5,wood
2661,72147221,chair6,wood
2662,72147221,chair7,wood
2663,72147221,chair8,leather
2664,72147022,chair1,leather
2665,72147022,chair2,leather
2666,72146918,chair2,leather
2667,72146918,chair3,leather
2668,72146918,chair4,leather
2669,72146918,chair5,leather
2670,72146918,sofa1,leather
2671,72146774,chair1,wood
2672,72146727,chair4,wood
2673,72146727,chair5,leather
2674,72146727,chair6,wood
2675,72146727,chair7,wood
2676,72146727,chair8,wood
2677,72146727,sofa1,wood
2678,72146727,sofa2,stone
2679,72146727,sofa3,wood
2680,72146473,chair3,leather
2681,72146473,chair4,wood
2682,72146473,sofa1,leather
2683,72146473,sofa2,wood
2684,72146473,sofa5,leather
2685,72146403,chair1,leather
2686,72146403,chair2,wood
2687,72146403,chair3,leather
2688,72146403,chair4,wood
2689,72146403,chair5,stone
2690,72146403,chair6,wood
2691,72146279,chair1,wood
2692,72146279,chair3,leather
2693,72146279,sofa2,leather
2694,72145663,sofa1,wood
2695,72145663,sofa2,leather
2696,72145386,chair1,wood
2697,72145386,chair3,wood
2698,72145386,chair4,leather
2699,72145386,chair5,wood
2700,72145386,chair6,leather
2701,72145386,chair7,wood
2702,72145386,sofa2,wood
2703,72145293,chair1,leather
2704,72145293,chair2,leather
2705,72145293,chair3,leather
2706,72145293,chair4,wood
2707,72145293,chair5,wood
2708,72145268,chair2,leather
2709,72145268,sofa1,leather
2710,72144985,chair3,leather
2711,72144985,chair4,leather
2712,72144985,chair5,leather
2713,72144985,sofa1,leather
2714,72144985,sofa2,leather
2715,72144896,chair2,leather
2716,72144896,sofa1,wood
2717,72144876,chair1,leather
2718,72144876,chair2,leather
2719,72144796,chair1,leather
2720,72144796,chair2,leather
2721,72144796,chair3,stone
2722,72144796,chair4,wood
